id,title,author,content,dynasty
781,三月三日上忠襄坟因之行散得绝句,杨万里,长干桥外即乌衣，今着屠沽卖菜儿。晋殿吴宫犹碧草，王亭谢馆尽黄鹂。,宋
782,南朝,杨亿,五鼓端门漏滴稀，夜签声断翠华飞。繁星晓埭闻鸡度，细雨春场射雉归。步试金莲波溅襪，歌翻玉树涕沾衣。龙盘王气终三百，犹得澄澜对敞扉,宋
783,勉叶模,叶梦得,千年石头城，突兀真虎踞。苍茫劫火馀，尚复留故处。大江转洪涛，腾踏不可御。空城寂寞潮，日暮独东去。登临欲吊古，俯视极千虑。吾儿勇过我，蓐食穿沮洳。谓言抚中原，未暇论割据。功名亦何人，我老聊自恕。他年报国心，或可借前箸。无为笑颓然，已饱安用饫。,宋
784,怀金陵,张耒,曾作金陵烂漫游，北归尘土变衣裘。芰荷声里孤舟雨，卧入江南第一州。,宋
785,赏心亭,张耒,楫迎桃叶家何处，桨送莫愁人已非。独立东风今古恨，春江无语又斜晖。,宋
786,六州歌头（长淮望断）,张孝祥,长淮望断，关塞莽然平。征尘暗，霜风劲，悄边声。黯销凝。追想当年事，殆天数，非人力；洙泗上，弦歌地，亦膻腥。隔水毡乡，落日牛羊下，区脱纵横。看名王宵猎，骑火一川明，笳鼓悲鸣，遣人惊。念腰间箭，匣中剑，空埃蠹，竟何成!时易失，心徒壮，岁将零。渺神京。干羽方怀远，静烽燧，且休兵。冠盖使，纷驰骛，若为情!闻道中原遗老，常南望、翠葆霓旌。使行人到此，忠愤气填膺，有泪如倾。,宋
787,鹧鸪天,赵鼎,客路那知岁序移。忽惊春到小桃枝。天涯海角悲凉地，记得当年全盛时。花弄影，月流辉。水精宫殿五云飞。分明一觉华胥梦，回首东风泪满衣。,宋
788,隔浦莲（新篁摇动翠葆）,周邦彦,新篁摇动翠葆。曲径通深窈。夏果收新脆，金丸落、惊飞鸟。浓霭迷岸草。蛙声闹。骤雨鸣池沼。水亭小。浮萍破处，檐花帘影颠倒。纶巾羽扇，困卧北窗清晓。屏里吴山梦自到。惊觉。依然身在江表。,宋
789,满庭芳（风老莺雏）,周邦彦,风老莺雏，雨肥梅子，午阴嘉树清圆。地卑山近，衣润费炉烟。人静乌鸢自乐，小桥外、新绿溅溅。凭栏久，黄芦苦竹，拟泛九江船。年年，如社燕，漂流瀚海，来寄修椽。且莫思身外，长近尊前。憔悴江南倦客，不堪听、急管繁弦。歌筵畔，先安簟枕，容我醉时眠。,宋
790,西河（佳丽地）,周邦彦,佳丽地，南朝盛事谁记。山围故国绕清江，髻鬟对起。怒涛寂寞打孤城，风樯遥度天际。断崖树、犹倒倚，莫愁艇子曾系。空馀旧迹郁苍苍，雾沉半垒。夜深月过女墙来，伤心东望淮水。酒旗戏鼓甚处市？想依稀、王谢邻里，燕子不知何世，入寻常、巷陌人家，相对如说兴亡，斜阳里。,宋
791,佚句,不详,路指丹阳分虎节，心存双阙恋龙颜。,唐
792,佚句,不详,云散便凝千里望，日斜长占半城阴。,唐
793,金陵道中寄,曹松,忍苦待知音，无时省废吟。始为分路客，莫问向隅心。峤翠藏幽瀑，枝风下晓禽。忆君秋欲尽，马上秣陵砧。,唐
794,秋日送方干游上元,曹松,天高淮泗白，料子趋修程。汲水疑山动，扬帆觉岸行。云离京口树，雁入石头城。后夜分遥念，诸峰霜露生。,唐
795,石头怀古,曹松,日月出又没，台城空白云。虽宽百姓土，渐缺六朝坟。禾黍是亡国，山河归圣君。松声骤雨足，几寺晚钟闻。,唐
796,题甘露寺,曹松,香门接巨垒，画角间清钟。北固一何峭，西僧多此逢。天垂无际海，云白久晴峰。旦暮然灯外，涛头振蛰龙。,唐
797,望九华寄池阳太守,曹松,造华峰峰异，宜教岳德谦。灵踪载籍古，怪刃刺云尖。盘蹙陵阳壮，孤标建邺瞻。霁馀堪洗目，青出谢家檐。,唐
798,喜友人归上元别业,曹松,一樯千里外，隐者兴宜孤。落日长边海，秋风满故都。掩关苔色老，盘径叶声枯。匡岳来时过，迟回绝顶无。,唐
799,送人归江宁,岑参,楚客忆乡信，向家湖水长。住愁春草绿，去喜桂枝香。海月迎归楚，江云引到乡。吾兄应借问，为报鬓毛霜。,唐
800,送王大昌龄赴江宁,岑参,对酒寂不语，怅然悲送君。明时未得用，白首徒攻文。泽国从一官，沧波几千里。群公满天阙，独去过淮水。旧家富春渚，尝忆卧江楼。自闻君欲行，频望南徐州。穷巷独闭门，寒灯静深屋。北风吹微雪，抱被肯同宿。君行到京口，正是桃花时。舟中饶孤兴，湖上多新诗。潜虬且深蟠，黄鹄举未晚。惜君青云器，努力加餐饭。,唐
801,送许拾遗恩归江宁拜亲,岑参,诏书下青琐，驷马还吴洲。束帛仍赐衣，恩波涨沧流。微禄将及亲，向家非远游。看君五斗米，不谢万户侯。知出西掖垣，如到南徐州。归心望海日，乡梦登江楼。大江盘金陵，诸山横石头。枫树隐茅屋，橘林系渔舟。种药疏故畦，钓鱼垂旧钩。对月京口夕，观涛海门秋。天子怜谏官，论事不可休。早来丹墀下，高驾无淹留。,唐
802,景阳台怀古,陈贶,景阳六朝地，运极自依依。一会皆同是，到头谁论非。酒浓沈远虑，花好失前机。见此尤宜戒，正当家国肥。,唐
803,江上逢故人,陈陶,十年蓬转金陵道，长哭青云身不早。故乡逢尽白头人，清江颜色何曾老。,唐
804,春怀寄秣陵知友,储嗣宗,庐江城外柳堪攀，万里行人尚未还。借问景阳台下客，谢家谁更卧东山。,唐
805,吴宫,储嗣宗,荒台荆棘多，忠谏竟如何。细草迷宫巷，闲花误绮罗。前溪徒自绿，子夜不闻歌。怅望清江暮，悠悠东去波。,唐
806,赠李十二白,崔成甫,我是潇湘放逐臣，君辞明主汉江滨。天外常求太白老，金陵捉得酒仙人。,唐
807,江畔老人愁,崔颢,江南年少十八九，乘舟欲渡青溪口。青溪口边一老翁，鬓眉皓白已衰朽。自言家代仕梁陈，垂朱拖紫三十人。两朝出将复入相，五世叠鼓乘朱轮。父兄三叶皆尚主，子女四代为妃嫔。南山赐田接御苑，北宫甲第连紫宸。直言荣华未休歇，不觉山崩海将竭。兵戈乱入建康城，烟火连烧未央阙。衣冠士子陷锋刃，良将名臣尽埋没。山川改易失市朝，衢路纵横填白骨。老人此时尚少年，脱身走得投海边。罢兵岁馀未敢出，去乡三载方来旋。蓬蒿忘却五城宅，草木不识青谿田。虽然得归到乡土，零丁贫贱长辛苦。采樵屡入历阳山，刈稻常过新林浦。少年欲知老人岁，岂知今年一百五。君今少壮我已衰，我昔少年君不睹。人生贵贱各有时，莫见羸老相轻欺。感君相问为君说，说罢不觉令人悲。,唐
808,金陵晚眺（一作怀古）,崔涂,苇声骚屑水天秋，吟对金陵古渡头。千古是非输蝶梦，一轮风雨属渔舟。若无仙分应须老，幸有归山即合休。何必登临更惆怅，比来身世只如浮。,唐
809,上元夜六首（一作夜游诗）,崔液,玉漏银壶且莫催，铁关金锁彻明开。谁家见月能闲坐，何处闻灯不看来。神灯佛火百轮张，刻像图形七宝装。影里如闻金口说，空中似散玉毫光。今年春色胜常年，此夜风光最可怜。鳷鹊楼前新月满，凤凰台上宝灯燃。金勒银鞍控紫骝，玉轮珠幰驾青牛。骖驔始散东城曲，倏忽还来南陌头。公子王孙意气骄，不论相识也相邀。最怜长袖风前弱，更赏新弦暗里调。星移汉转月将微，露洒烟飘灯渐稀。犹惜路傍歌舞处，踌蹰相顾不能归。,唐
810,送郎士元,戴叔伦,白发金陵客，怀归不暂留。交情分两地，行色载孤舟。黄叶蝉吟晚，沧江雁送秋。何年重会此，诗酒复追游。,唐
811,故秘监丹阳郡公延陵包公挽歌词,窦常,卓绝明时第，孤贞贵后贫。郤诜为胄子，季札是乡人。笔下调金石，花开领搢绅。那堪归葬日，哭渡柳杨津。,唐
812,故秘监丹阳郡公延陵包公挽歌,窦牟,台鼎尝虚位，夔龙莫致尧。德音冥秘府，风韵散清朝。天上文星落，林端玉树凋。有吴君子墓，返葬故山遥。,唐
813,庚子岁避地至玉山，酬韩司马所赠,独孤及,沧海疾风起，洪波骇恬鳞。已无济川分，甘作乘桴人。挥手谢秣陵，举帆指瓯闽。安和风尘表，偶与琼瑶亲。共悲行路难，况逢江南春。故园忽如梦，返复知何辰。旷野豺虎满，深山兰蕙新。枉君灞陵什，回首徒酸辛。,唐
814,江宁酬郑县刘少府兄赠别作,独孤及,往年脱缝掖，接武仕关西。结绶腰章并，趋阶手板齐。仙山不用买，朋酒日相携。抵掌夸潭壑，忘情向组珪。事迁时既往，年长迹逾暌。何为青云器，犹嗟浊水泥。役牵方远别，道在或先迷。莫见良田晚，遭时亦杖藜。,唐
815,送许八拾遗归江宁觐省甫昔时尝客游此县…图样志诸篇末,杜甫,诏许辞中禁，慈颜赴北堂。圣朝新孝理，祖席倍辉光。内帛擎偏重，宫衣著更香。淮阴清夜驿，京口渡江航。春隔鸡人昼，秋期燕子凉。赐书夸父老，寿酒乐城隍。看画曾饥渴，追踪恨淼茫。虎头金粟影，神妙独难忘。,唐
816,寄题甘露寺北轩,杜牧,曾向蓬莱宫里行，北轩阑槛最留情。孤高堪弄桓伊笛，缥缈宜闻子晋笙。天接海门秋水色，烟笼隋苑暮钟声。他年会著荷衣去，不向山僧说姓名。,唐
817,江楼晚望,杜牧,湖山翠欲结蒙笼，汗漫谁游夕照中。初语燕雏知社日，习飞鹰隼识秋风。波摇珠树千寻拔，山凿金陵万仞空。不欲登楼更怀古，斜阳江上正飞鸿。,唐
818,江南怀古,杜牧,车书混一业无穷，井邑山川今古同。戊辰年向金陵过，惆怅闲吟忆庾公。,唐
819,金陵,杜牧,始发碧江口，旷然谐远心。风清舟在鉴，日落水浮金。瓜步逢潮信，台城过雁音。故乡何处是，云外即乔林。,唐
820,泊秦淮,杜牧,烟笼寒水月笼沙，夜泊秦淮近酒家。商女不知亡国恨，隔江犹唱后庭花。,唐
821,送杜顗赴润州幕,杜牧,少年才俊赴知音，丞相门栏不觉深。直道事人男子业，异乡加饭弟兄心。还须整理韦弦佩，莫独矜夸玳瑁簪。若去上元怀古去，谢安坟下与沉吟。,唐
822,台城曲二首,杜牧,整整复斜斜，随旗簇晚沙。门外韩擒虎，楼头张丽华。谁怜容足地，却羡井中蛙。王颁兵势急，鼓下坐蛮奴。潋滟倪塘水，叉牙出骨须。干芦一炬火，回首是平芜。,唐
823,丹阳浦送客之海上,法振,不到终南向几秋，移居更欲近沧洲。风吹雨色连村暗，潮拥菱花出岸浮。漠漠望中春自艳，寥寥泊处夜堪愁。如君岂得空高枕，只益天书遣远求。,唐
824,喜迁莺,冯延巳,宿莺啼，乡梦断，春树晓朦胧。残灯和烬闭朱栊，人语隔屏风。香已寒，灯已绝，忽忆去年离别。石城花雨倚江楼，波上木兰舟。雾濛濛，风淅淅，杨柳带疏烟。飘飘轻絮满南园，墙下草芊绵。燕初飞，莺已老，拂面春风长好。相逢携酒且高歌，人生得几何？,唐
825,应天长,冯延巳,石城山下桃花绽，宿雨初晴云未散。南去棹，北飞雁，水阔山遥肠欲断。倚楼情绪懒，惆怅春心无限。燕度蒹葭风晚，欲归愁满面。,唐
826,金陵晚望,高蟾,曾伴浮云归晚翠，犹陪落日泛秋声。世间无限丹青手，一片伤心画不成。,唐
827,题窗上诗,隔窗鬼,何人窗下读书声，南斗阑干北斗横。千里思家归不得，春风肠断石头城。,唐
828,游钟山紫芝观,耿湋,系舟仙宅下，清磬落春风。雨数芝田长，云开石路重。古房清磴接，深殿紫烟浓。鹤驾何时去，游人自不逢。,唐
829,金陵词,故台城妓,宫中细草香红湿，宫内纤腰碧窗泣。唯有虹梁春燕雏，犹傍珠帘玉钩立。,唐
830,诗（金陵黄进士梦遇台城故妓，自云今为吴神乐部）,故台城妓,歌罢玉楼月，舞残金缕衣。匀钿收迸节，敛黛别重闱。网断蛛犹织，梁春燕不归。那堪回首处，江步野棠飞。,唐
831,送造微上人归淮南觐兄,顾非熊,到家方坐夏，柳巷对兄禅。雨断芜城路，虹分建邺天。赴斋随野鹤，迎水上渔船。终拟归何处，三湘思渺然。,唐
832,听子规（一本题上有摄山二字）,顾况,栖霞山中子规鸟，口边血出啼不了。山僧后夜初出定，闻似不闻山月晓。,唐
833,陈宫词,贯休,缅想当时宫阙盛，荒宴椒房懱尧圣。玉树花歌百花里，珊瑚窗中海日迸。大臣来朝酒未醒，酒醒忠谏多不听。陈宫因此成野田，耕人犁破宫人镜。,唐
834,经吴宫,贯休,夫差昏暗霸图倾，千古凄凉地不灵。妖艳恩作宫露浊，忠臣心苦海山青。萧条陵陇侵寒水，仿佛楼台出杳冥。此是前车况非远，六朝何更不惺惺。,唐
835,送崔秀才赴上元兼省叔父,韩翃,寒塘敛暮雪，腊鼓迎春早。匹马五城人，重裘千里道。淮山轻露湿，江树狂风扫。楚县九酝醲，扬州百花好。练湖东望接云阳，女市西游入建康。行乐远夸红布旆，风流近赌紫香囊。诗家行辈如君少，极目苦心怀谢脁。烟开日上板桥南，吴岫青青出林表。,唐
836,送丹阳刘太真,韩翃,长干道上落花朝，羡尔当年赏事饶。下箸已怜鹅炙美，开笼不奈鸭媒娇。春衣晚入青杨巷，细马初过皂荚桥。相访不辞千里远，西风好借木兰桡。,唐
837,送客之江宁,韩翃,春流送客不应赊，南入徐州见柳花。朱雀桥边看淮水，乌衣巷里问王家。千闾万井无多事，辟户开门向山翠。楚云朝下石头城，江燕双飞瓦棺寺。吴士风流甚可亲，相逢嘉赏日应新。从来此地夸羊酪，自有莼羹定却人。,唐
838,送冷朝阳还上元,韩翃,青丝?引木兰船，名遂身归拜庆年。落日澄江乌榜外，秋风疏柳白门前。桥通小市家林近，山带平湖野寺连。别后依依寒食里，共君携手在东田。,唐
839,赠别崔司直赴江东兼简常州独孤使君,韩翃,爱君青袍色，芳草能相似。官重法家流，名高墨曹吏。春衣淮上宿，美酒江边醉。楚酪沃雕胡，湘羹糁香饵。前朝山水国，旧日风流地。苏山逐青骢，江家驱白鼻。右军尚少年，三领东方骑。亦过小丹阳，应知百城贵。,唐
840,赠别上元主簿张著,韩翃,上书一见平津侯，剑笏斜齐秣陵尉。朝垂绶带迎远客，暮锁印囊飞上吏。长乐花深万井时，同官无事有归期。回船对酒三生渚，系马焚香五愿祠。日日澄江带山翠，绿芳都在经过地。行人看射领军堂，游女题诗光宅寺。风流才调爱君偏，此别相逢定几年。惆怅浮云迷远道，张侯楼上月娟娟。,唐
841,后魏时相州人作李波小妹歌疑其未备因补之,韩偓,李波小妹字雍容，窄衣短袖蛮锦红。未解有情梦梁殿，何曾自媚妒吴宫。难教牵引知酒味，因令怅望成春慵。海棠花下秋千畔，背人撩鬓道匆匆。,唐
842,金陵（杂言）,韩偓,风雨萧萧，石头城下木兰桡。烟月迢迢，金陵渡口去来潮。自古风流皆暗销，才魂妖魂谁与招？彩笺丽句今已矣，罗袜金莲何寂寥。,唐
843,六言三首,韩偓,春楼处子倾城，金陵狎客多情。朝云暮雨会合，罗袜绣被逢迎。华山梧桐相覆，蛮江豆蔻连生。幽欢不尽告别，秋河怅望平明。一灯前雨落夜，三月尽草青时。半寒半暖正好，花开花谢相思。惆怅空教梦见，懊恼多成酒悲。红袖不干谁会，揉损联娟澹眉。此间青草更远，不唯空绕汀洲。那里朝日才出，还应先照西楼。忆泪因成恨泪，梦游常续心游。桃源洞口来否，绛节霓旌久留。,唐
844,吴郡怀古,韩偓,主暗臣忠枉就刑，遂教强国醉中倾。人亡建业空城在，花落西江春水平。万古壮夫犹抱恨，至今词客尽伤情。徒劳铁锁长千尺，不觉楼船下晋兵。,唐
845,咏史诗。陈宫,胡曾,陈国机权未可涯，如何后主恣娇奢。不知即入宫中井，犹自听吹玉树花。,唐
846,咏史诗。东晋,胡曾,石头城下浪崔嵬，风起声疑出地雷。何事苻坚太相小，欲投鞭策过江来。,唐
847,咏史诗。金陵,胡曾,侯景长驱十万人，可怜梁武坐蒙尘。生前不得空王力，徒向金田自舍身。,唐
848,咏史诗。濡须桥,胡曾,徒向濡须欲受降，英雄才略独无双。天心不与金陵便，高步何由得渡江。,唐
849,独孤中丞筵陪饯韦君赴升州,皇甫冉,中司龙节贵，上客虎符新。地控吴襟带，才高汉缙绅。泛舟应度腊，入境便行春。处处歌来暮，长江建业人。,唐
850,李二侍御丹阳东去新亭,皇甫冉,姑苏东望海陵间，几度裁书信未还。长在府中持白简，岂知天畔有青山。人归极浦寒流广，雁下平芜秋野闲。旧日新亭更携手，他乡风景亦相关。,唐
851,泊丹阳与诸人同舟至马林溪遇雨,皇甫冉,云林不可望，溪水更悠悠。共载人皆客，离家春是秋。远山方对枕，细雨莫回舟。来往南徐路，多为芳草留。,唐
852,送李录事（一作裴员外）赴饶州,皇甫冉,北人南去雪纷纷，雁叫汀沙不可闻。积水长天随远客，荒城极浦足寒云。山从建业千峰出，江至浔阳九派分。借问督邮才弱冠，府中年少不如君。,唐
853,送延陵陈法师赴上元,皇甫冉,延陵初罢讲，建业去随缘。翻译推多学，坛场最少年。浣衣逢野水，乞食向人烟。遍礼南朝寺，焚香古像前。,唐
854,同温丹徒登万岁楼（一作刘长卿诗）,皇甫冉,高楼独立思依依，极浦遥山合翠微。江客不堪频北顾，塞鸿何事复南飞。丹阳古渡寒烟积，瓜步空洲远树稀。闻道王师犹转战，谁能谈笑解重围。,唐
855,赠郑山人,皇甫冉,白首沧洲客，陶然得此生。庞公采药去，莱氏与妻行。乍见还州里，全非隐姓名。枉帆临海峤，贳酒秣陵城。伐木吴山晓，持竿越水清。家人恣贫贱，物外任衰荣。忽尔辞林壑，高歌至上京。避喧心已惯，念远梦频成。石路寒花发，江田腊雪明。玄纁倘有命，何以遂躬耕。,唐
856,忆江南,皇甫松,兰烬落，屏上暗红蕉。闲梦江南梅熟日，夜船吹笛雨潇潇。人语驿边桥。楼上寝，残月下帘旌。梦见秣陵惆怅事，桃花柳絮满江城。双髻坐吹笙。,唐
857,别后,黄滔,梦里相逢无后期，烟中解珮杳何之。亏蟾便是陈宫镜，莫吐清光照别离。,唐
858,送崔约秀才,贾岛,归宁仿佛三千里，月向船窗见几宵。野鼠独偷高树果，前山渐见短禾苗。更深栅锁淮波疾，苇动风生雨气遥。重入石头城下寺，南朝杉老未干燋。,唐
859,送朱可久归越中,贾岛,石头城下泊，北固暝钟初。汀鹭潮冲起，船窗月过虚。吴山侵越众，隋柳入唐疏。日欲躬调膳，辟来何府书。,唐
860,途次维扬望京口寄白下诸公,蒋涣,北望情何限，南行路转深。晚帆低荻叶，寒日下枫林。云白兰陵渚，烟青建业岑。江天秋向尽，无处不伤心。,唐
861,答张乌程,皎然,莫道谪官无主人，秣陵才令日相亲。前溪更有忘忧处，荷叶田田间白蘋。,唐
862,青阳上人院说金陵故事,皎然,君说南朝全盛日，秣陵才子更多人。千年秋色古池馆，谁见齐王西邸春。,唐
863,塞下曲二首,皎然,寒塞无因见落梅，胡人吹入笛声来。劳劳亭上春应度，夜夜城南战未回。都护今年破武威，胡沙万里鸟空飞。旄竿瀚海扫云出，毡骑天山蹋雪归。,唐
864,山中月夜寄无锡长官,皎然,湖上凉风早，双峰月色秋。遥知秣陵令，今夜在西楼。别叶萧萧下，含霜处处流。如何共清景，异县不同游。,唐
865,述祖德赠湖上诸沈,皎然,我祖文章有盛名，千年海内重嘉声。雪飞梁苑操奇赋，春发池塘得佳句。世业相承及我身，风流自谓过时人。初看甲乙矜言语，对客偏能鸲鹆舞。饱用黄金无所求，长裾曳地干王侯。一朝金尽长裾裂，吾道不行计亦拙。岁晚高歌悲苦寒，空堂危坐百忧攒。昔时轩盖金陵下，何处不传沈与谢。绵绵芳籍至今闻，眷眷通宗有数君。谁见予心独飘泊，依山寄水似浮云。,唐
866,送关小师还金陵,皎然,如何有归思，爱别欲忘难。白鹭沙洲晚，青龙水寺寒。蕉花铺净地，桂子落空坛。持此心为境，应堪月夜看。,唐
867,送皇甫侍御曾还丹阳别业,皎然,云阳别夜忆春耕，花发菱湖问去程。积水悠扬何处梦，乱山稠叠此时情。将离有月教弦断，赠远无兰觉意轻。朝右要君持汉典，明年北墅可须营。,唐
868,送至洪沙弥赴上元受戒（上元江中蔡州有梁戒坛）,皎然,不肯资章甫，胜衣被木兰。今随秣陵信，欲及蔡州坛。野寺钟声远，春山戒足寒。归来次第学，应见后心难。,唐
869,往丹阳寻陆处士不遇,皎然,远客殊未归，我来几惆怅。叩关一日不见人，绕屋寒花笑相向。寒花寂寂遍荒阡，柳色萧萧愁暮蝉。行人无数不相识，独立云阳古驿边。凤翅山中思本寺，鱼竿村口望归船。归船不见见寒烟，离心远水共悠然。他日相期那可定，闲僧著处即经年。,唐
870,送王司马赴润州,郎士元,暂屈文为吏，聊将禄代耕。金陵且不远，山水复多名。楚塞因高出，寒潮入夜生。离心逐春草，直到建康城。,唐
871,白鸠辞（一作夷则格上白鸠拂舞辞）,李白,铿鸣钟，考朗鼓。歌白鸠，引拂舞。白鸠之白谁与邻，霜衣雪襟诚可珍。含哺七子能平均，食不噎白非纯真，外洁其色心匪仁。阙五德，无司晨，胡为啄我葭下之紫鳞。鹰鹯雕鹗，贪而好杀。凤凰虽大圣，不愿以为臣。,唐
872,白纻辞三首·其二,李白,月寒江清夜沈沈，美人一笑千黄金。垂罗舞縠扬哀音，郢中白雪且莫吟，子夜吴歌动君心。动君心，冀君赏。愿作天池双鸳鸯，一朝飞去青云上。,唐
873,白纻辞三首·其三,李白,吴刀剪綵缝舞衣，明妆丽服夺春辉。扬眉转袖若雪飞，倾城独立世所稀。激楚结风醉忘归，高堂月落烛已微，玉钗挂缨君莫违。,唐
874,白纻辞三首·其一,李白,扬清歌。,唐
875,酬崔侍御,李白,严陵不从万乘游，归卧空山钓碧流。自是客星辞帝座，元非太白醉扬州。,唐
876,酬崔五郎中,李白,朔云横高天，万里起秋色。壮士心飞扬，落日空叹息。长啸出原野，凛然寒风生。幸遭圣明时，功业犹未成。奈何怀良图，郁悒独愁坐。杖策寻英豪，立谈乃知我。崔公生民秀，缅邈青云姿。制作参造化，托讽含缅邈。海岳尚可倾，吐诺终不移。是时霜飙寒，逸兴临华池。起舞拂长剑，四座皆扬眉。因得穷欢情，赠我以新诗。又结汗漫期，九垓远相待。举身憩蓬壶，濯足弄沧海。从此凌倒景，一去无时还。朝游明光宫，暮人阊阖关。但得长把袂，何必嵩丘山。,唐
877,出妓金陵子呈卢六四首·其二,李白,南国新丰酒，东山小妓歌。对君君不乐，花月奈愁何。,唐
878,出妓金陵子呈卢六四首·其三,李白,东道烟霞主，西江诗酒筵。相逢不觉醉，日堕历阳川。,唐
879,出妓金陵子呈卢六四首·其四,李白,小妓金陵歌楚声，家僮丹砂学凤鸣。我亦为君饮清酒，君心不肯向人倾。,唐
880,出妓金陵子呈卢六四首·其一,李白,安石东山三十春，傲然携妓出风尘。楼中见我金陵子，何似阳台云雨人。,唐
881,春日陪杨江宁及诸官宴北湖感古作,李白,昔闻颜光禄，攀龙宴京湖。楼船入天镜，帐殿开云衢。君王歌大风，如乐丰沛都。延年献佳作，邈与诗人俱。我来不及此，独立钟山孤。杨宰穆清风，芳声腾海隅。英僚满四座，粲若琼林敷。鹢首弄倒景，蛾眉缀明珠。新弦采梨园，古舞娇吴歈。曲度绕云汉，听者皆欢娱。鸡栖何嘈嘈，沿月沸笙竽。古之帝宫苑，今乃人樵苏。感此劝一觞，愿君覆瓢壶。荣盛当作乐，无令后贤吁。,唐
882,慈姥竹,李白,野竹攒石生，含烟映江岛。翠色落波深，虚声带寒早。龙吟曾未听，凤曲吹应好。不学滴柳调，贞心尝自保。,唐
883,答杜秀才五松见赠（五松山在南陵铜坑西五六里）,李白,昔献长杨赋，天开云雨欢。当时待诏承明里，皆道扬雄才可观。敕赐飞龙二天马，黄金络头白玉鞍。浮云蔽日去不返，总为秋风摧紫兰。角巾东出商山道，采秀行歌咏芝草。路逢园绮笑向人，两君解来一何好。闻道金陵龙虎盘，还同谢脁望长安。千峰夹水向秋浦，五松名山当夏寒。铜井炎炉歊九天，赫如铸鼎荆山前。陶公矍铄呵赤电，回禄睢盱扬紫烟。此中岂是久留处，便欲烧丹从列仙。爱听松风且高卧，飕飕吹尽炎氛过。登崖独立望九州，阳春欲奏谁相和。闻君往年游锦城，章仇尚书倒屣迎。飞笺络绎奏明主，天书降问回恩荣。肮脏不能就珪组，至今空扬高蹈名。夫子工文绝世奇，五松新作天下推。吾非谢尚邀彦伯，异代风流各一时，一时相逢乐在今。袖拂白云开素琴，弹为三峡流泉音。从兹一别武陵去，去后桃花春水深。,唐
884,答高山人兼呈权顾二侯,李白,虹霓掩天光，哲后起康济。应运生夔龙，开元扫氛翳。太微廓金镜，端拱清遐裔。轻尘集嵩岳，虚点盛明意。谬挥紫泥诏，献纳青云际。谗惑英主心，恩疏佞臣计。仿徨庭阙下，叹息光阴逝。未作仲宣诗，先流贾生涕。挂帆秋江上，不为云罗制。山海向东倾，百川无尽势。我于鸱夷子，相去千馀岁。运阔英达稀，同风遥执袂。登舻望远水，忽见沧浪枻。高士何处来，虚舟渺安系。衣貌本淳古，文章多佳丽。延引故乡人，风义未沦替。顾侯达语默，权子识通蔽。曾是无心云，俱为此留滞。双萍易飘转，独鹤思凌厉。明晨去潇湘，共谒苍梧帝。,唐
885,答王十二寒夜独酌有怀,李白,昨夜吴中雪，子猷佳兴发。万里浮云卷碧山，青天中道流孤月。孤月沧浪河汉清，北斗错落长庚明。怀余对酒夜霜白，玉床金井水峥嵘。人生飘忽百年内，且须酣畅万古情。君不能狸膏金距学斗鸡，坐令鼻息吹虹霓。君不能学哥舒横行青海夜带刀，西屠石堡取紫袍。吟诗作赋北窗里，万言不直一杯水。世人闻此皆掉头，有如东风射马耳。鱼目亦笑我，请居。少年早欲五湖去，见此弥将钟鼎疏。,唐
886,答族侄僧中孚赠玉泉仙人掌茶,李白,常闻玉泉山，山洞多乳窟。仙鼠如白鸦，倒悬清溪月。茗生此中石，玉泉流不歇。根柯洒芳津，采服润肌骨。丛老卷绿叶，枝枝相接连。曝成仙人掌，似拍洪崖肩。举世未见之，其名定谁传。宗英乃禅伯，投赠有佳篇。清镜烛无盐，顾惭西子妍。朝坐有馀兴，长吟播诸天。,唐
887,登黄山凌歊台送族弟溧阳尉济充泛舟赴华阴（得齐字）,李白,鸾乃凤之族，翱翔紫云霓。文章辉五色，双在琼树栖。一朝各飞去，凤与鸾俱啼。炎赫五月中，朱曦烁河堤。尔从泛舟役，使我心魂凄。秦地无碧草，南云喧鼓鼙。君王减玉膳，早起思鸣鸡。漕引救关辅，疲人免涂泥。宰相作霖雨，农夫得耕犁。静者伏草间，群才满金闺。空手无壮士，穷居使人低。送君登黄山，长啸倚天梯。小舟若凫雁，大舟若鲸鲵。开帆散长风，舒卷与云齐。日入牛渚晦，苍然夕烟迷。相思定何许，杳在洛阳西。,唐
888,登金陵凤凰台,李白,凤凰台上凤凰游，凤去台空江自流。吴宫花草埋幽径，晋代衣冠成古丘。三山半落青天外，二水中分白鹭洲。总为浮云能蔽日，长安不见使人愁。,唐
889,登金陵冶城西北谢安墩,李白,晋室昔横溃，永嘉遂南奔。沙尘何茫茫，龙虎斗朝昏。胡马风汉草，天骄蹙中原。哲匠感颓运，云鹏忽飞翻。组练照楚国，旌旗连海门。西秦百万众，戈甲如云屯。投鞭可填江，一扫不足论。皇运有返正，丑虏无遗魂。谈笑遏横流，苍生望斯存。冶城访古迹，犹有谢安墩。凭览周地险，高标绝人喧。想像东山姿，缅怀右军言。梧桐识嘉树，蕙草留芳根。白鹭映春洲，青龙见朝暾。地古云物在，台倾禾黍繁。我来酌清波，于此树名园。功成拂衣去，归入武陵源。,唐
